;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR
01-01-2017 01:00;72;21,2;1,6;0;108;0;0;0;0;0;0;14,1;0;0
01-01-2017 02:00;43;28,6;2,3;0;122;0;0;0;0;0;0;14,4;0;0
01-01-2017 03:00;42;29,9;1,7;0;148;0;0;0;0;0;0;14;0;0
01-01-2017 04:00;0;24,2;3,1;0;142;0;0;0;0;0;0;13,8;0;0
01-01-2017 05:00;15,6;15,6;2,1;0;142;0;0;0;0;0;0;13,5;0;0
01-01-2017 06:00;17;11,2;1,3;0;104;0;0;0;0;0;0;13,4;0;0
01-01-2017 07:00;18;9,2;1,3;0;99;0;0;0;0;0;0;13,9;0;0
01-01-2017 08:00;21;9,1;1,7;0;145;0;0;0;0;0;0;15,5;0;0
01-01-2017 09:00;25;8,4;2,9;0;150;0;0;0;0;0;0;17,2;0;0
01-01-2017 10:00;31;7,3;4;0;150;0;0;0;0;0;0;18,1;0;0
01-01-2017 11:00;20;7,1;3,4;0;146;0;0;0;0;0;0;19,1;0;0
01-01-2017 12:00;33;6,4;3,7;0;159;0;0;0;0;0;0;19,3;0;0
01-01-2017 13:00;25;6;3,3;0;152;0;0;0;0;0;0;19,5;0;0
01-01-2017 14:00;27;6,6;3,5;0;178;0;0;0;0;0;0;19,3;0;0
01-01-2017 15:00;27;7,3;3;0;144;0;0;0;0;0;0;20,1;0;0
01-01-2017 16:00;15;9;2,8;0;170;0;0;0;0;0;0;19,1;0;0
01-01-2017 17:00;32;10,7;2,3;0;161;0;0;0;0;0;0;17,2;0;0
01-01-2017 18:00;29;13,2;3,1;0;180;0;0;0;0;0;0;16,8;0;0
01-01-2017 19:00;24;13;2,5;0;174;0;0;0;0;0;0;16;0;0
01-01-2017 20:00;38;13,9;2;0;161;0;0;0;0;0;0;15,7;0;0
01-01-2017 21:00;37;16,3;1,7;0;150;0;0;0;0;0;0;15,4;0;0
01-01-2017 22:00;44;17,5;0,9;0;148;0;0;0;0;0;0;15,2;0;0
01-01-2017 23:00;0;17,9;0,5;0;74;0;0;0;0;0;0;15,2;0;0
01-01-2017 24:00;0;13,3;2;0;91;0;0;0;0;0;0;15;0;0
02-01-2017 01:00;8,6;8,6;2,2;0;102;0;0;0;0;0;0;14,5;0;0
02-01-2017 02:00;6;5,5;1,6;0;103;0;0;0;0;0;0;13,9;0;0
02-01-2017 03:00;3,9;3,9;1,7;0;85;0;0;0;0;0;0;13,9;0;0
02-01-2017 04:00;7;2,9;1,5;0;88;0;0;0;0;0;0;14;0;0
02-01-2017 05:00;30;3;1,3;0;126;0;0;0;0;0;0;13,8;0;0
02-01-2017 06:00;43;9,4;1,3;0;113;0;0;0;0;0;0;13,2;0;0
02-01-2017 07:00;40;14,7;2;0;125;0;0;0;0;0;0;12,7;0;0
02-01-2017 08:00;46;18,8;2,9;0;158;0;0;0;0;0;0;14,3;0;0
02-01-2017 09:00;37;18,1;2,6;0;167;0;0;0;0;0;0;17;0;0
02-01-2017 10:00;45;16,9;3;0;177;0;0;0;0;0;0;18,6;0;0
02-01-2017 11:00;47;25,1;2,8;0;176;0;0;0;0;0;0;20,4;0;0
02-01-2017 12:00;77;21,8;3,8;0;177;0;0;0;0;0;0;21,3;0;0
02-01-2017 13:00;77;7,9;4,3;0;173;0;0;0;0;0;0;21,7;0;0
02-01-2017 14:00;54;0;4,3;0;171;0;0;0;0;0;0;20,9;0;0
02-01-2017 15:00;39;2,7;3,7;0;155;0;0;0;0;0;0;20,2;0;0
02-01-2017 16:00;37;8,7;3,1;0;143;0;0;0;0;0;0;20,6;0;0
02-01-2017 17:00;25;12,4;3,6;0;100;0;0;0;0;0;0;20,2;0;0
02-01-2017 18:00;27;11,4;2,9;0;107;0;0;0;0;0;0;18,9;0;0
02-01-2017 19:00;44;10,3;1,9;0;141;0;0;0;0;0;0;17;0;0
02-01-2017 20:00;70;15,7;2,4;0;166;0;0;0;0;0;0;15,8;0;0
02-01-2017 21:00;54;22;3,1;0;149;0;0;0;0;0;0;15;0;0
02-01-2017 22:00;43;25,3;2,6;0;148;0;0;0;0;0;0;14,4;0;0
02-01-2017 23:00;60;25,1;2,1;0;160;0;0;0;0;0;0;14,1;0;0
02-01-2017 24:00;94;24,5;1,1;0;301;0;0;0;0;0;0;12,4;0;0
03-01-2017 01:00;81;24,4;0,6;0;313;0;0;0;0;0;0;11,2;0;0
03-01-2017 02:00;45;22,7;0,8;0;155;0;0;0;0;0;0;10,8;0;0
03-01-2017 03:00;41;20;0,1;0;43;0;0;0;0;0;0;10,4;0;0
03-01-2017 04:00;39;19,2;0,5;0;166;0;0;0;0;0;0;10,6;0;0
03-01-2017 05:00;82;17,7;0,2;0;303;0;0;0;0;0;0;9,5;0;0
03-01-2017 06:00;98;22,9;0,6;0;119;0;0;0;0;0;0;9,8;0;0
03-01-2017 07:00;131;31,4;1,3;0;95;0;0;0;0;0;0;10,8;0;0
03-01-2017 08:00;70;39,7;1,7;0;101;0;0;0;0;0;0;14,4;0;0
03-01-2017 09:00;40;35,3;2;0;125;0;0;0;0;0;0;17,5;0;0
03-01-2017 10:00;43;28;1,5;0;185;0;0;0;0;0;0;19,8;0;0
03-01-2017 11:00;48;19,7;2,1;0;170;0;0;0;0;0;0;21,3;0;0
03-01-2017 12:00;81;17,4;3,7;0;184;0;0;0;0;0;0;21,7;0;0
03-01-2017 13:00;56;13,9;2,7;0;187;0;0;0;0;0;0;23,2;0;0
03-01-2017 14:00;0;13,5;2,4;0;184;0;0;0;0;0;0;23,8;0;0
03-01-2017 15:00;67;17,6;3,6;0;242;0;0;0;0;0;0;23,4;0;0
03-01-2017 16:00;71;27,6;3,6;0;245;0;0;0;0;0;0;21;0;0
03-01-2017 17:00;62;24,6;4;0;295;0;0;0;0;0;0;19,6;0;0
03-01-2017 18:00;57;20,2;3;0;300;0;0;0;0;0;0;16,8;0;0
03-01-2017 19:00;51;15;2,4;0;309;0;0;0;0;0;0;15,2;0;0
03-01-2017 20:00;65;14,1;0,9;0;194;0;0;0;0;0;0;15,8;0;0
03-01-2017 21:00;70;18,6;2,2;0;163;0;0;0;0;0;0;15,9;0;0
03-01-2017 22:00;67;27,2;2,6;0;168;0;0;0;0;0;0;15,5;0;0
03-01-2017 23:00;42;30;3,2;0;171;0;0;0;0;0;0;15;0;0
03-01-2017 24:00;30;24,2;2,6;0;151;0;0;0;0;0;0;15;0;0
04-01-2017 01:00;0;24,6;2,3;0;150;0;0;0;0;0;0;14,5;0;0
04-01-2017 02:00;33,1;33,1;0,6;0;201;0;0;0;0;0;0;13,3;0;0
04-01-2017 03:00;57;25,9;0,7;0;279;0;0;0;0;0;0;12,8;0;0
04-01-2017 04:00;39;19,8;1;0;315;0;0;0;0;0;0;12,3;0;0
04-01-2017 05:00;101;18,3;0,6;0;165;0;0;0;0;0;0;12,1;0;0
04-01-2017 06:00;100;25,5;0,9;0;181;0;0;0;0;0;0;11,3;0;0
04-01-2017 07:00;113;30,3;0,9;0;173;0;0;0;0;0;0;11,6;0;0
04-01-2017 08:00;163;35;1,7;0;311;0;0;0;0;0;0;13,9;0;0
04-01-2017 09:00;95;40,9;2;0;329;0;0;0;0;0;0;16,4;0;0
04-01-2017 10:00;78;38;1,6;0;312;0;0;0;0;0;0;18,6;0;0
04-01-2017 11:00;59;32;1,9;0;339;0;0;0;0;0;0;21;0;0
04-01-2017 12:00;83;24,4;2,8;0;297;0;0;0;0;0;0;21,2;0;0
04-01-2017 13:00;76;19,6;3,9;0;286;0;0;0;0;0;0;19,9;0;0
04-01-2017 14:00;73;16,5;3,6;0;271;0;0;0;0;0;0;19,4;0;0
04-01-2017 15:00;57;16,2;4,2;0;214;0;0;0;0;0;0;19,2;0;0
04-01-2017 16:00;58;16,7;4,3;0;204;0;0;0;0;0;0;19,3;0;0
04-01-2017 17:00;67;16,8;3,1;0;215;0;0;0;0;0;0;18,6;0;0
04-01-2017 18:00;44;18,4;2;0;301;0;0;0;0;0;0;17,1;0;0
04-01-2017 19:00;51;17,7;1,1;0;304;0;0;0;0;0;0;16,2;0;0
04-01-2017 20:00;93;19,1;1,1;0;323;0;0;0;0;0;0;15,5;0;0
04-01-2017 21:00;101;22;0,9;0;145;0;0;0;0;0;0;15,1;0;0
04-01-2017 22:00;100;29,8;1,1;0;144;0;0;0;0;0;0;14,4;0;0
04-01-2017 23:00;78;34,5;1,5;0;156;0;0;0;0;0;0;13,5;0;0
04-01-2017 24:00;78;37,2;0,6;0;159;0;0;0;0;0;0;12,8;0;0
05-01-2017 01:00;78;39,5;0,8;0;155;0;0;0;0;0;0;12,1;0;0
05-01-2017 02:00;54;37,8;1;0;148;0;0;0;0;0;0;11,4;0;0
05-01-2017 03:00;48;30,1;0,5;0;143;0;0;0;0;0;0;11,4;0;0
05-01-2017 04:00;63;24,1;1,2;0;161;0;0;0;0;0;0;12,2;0;0
05-01-2017 05:00;74;24,6;1,9;0;148;0;0;0;0;0;0;12,2;0;0
05-01-2017 06:00;91;28,6;1,3;0;148;0;0;0;0;0;0;12,5;0;0
05-01-2017 07:00;128;34,3;0,1;0;322;0;0;0;0;0;0;12,4;0;0
05-01-2017 08:00;85;37,5;1,6;0;74;0;0;0;0;0;0;13,7;0;0
05-01-2017 09:00;82;36,3;3,1;0;174;0;0;0;0;0;0;16,6;0;0
05-01-2017 10:00;44;29,9;3,2;0;168;0;0;0;0;0;0;18,2;0;0
05-01-2017 11:00;59;22,4;1,3;0;194;0;0;0;0;0;0;19,4;0;0
05-01-2017 12:00;86;18,1;2,7;0;288;0;0;0;0;0;0;19,1;0;0
05-01-2017 13:00;83;24;3,3;0;272;0;0;0;0;0;0;17,4;0;0
05-01-2017 14:00;76;29,4;2,7;0;293;0;0;0;0;0;0;18,5;0;0
05-01-2017 15:00;65;27,3;2,9;0;303;0;0;0;0;0;0;18,5;0;0
05-01-2017 16:00;75;26,9;3,4;0;294;0;0;0;0;0;0;17,1;0;0
05-01-2017 17:00;70;28,7;2,8;0;287;0;0;0;0;0;0;15,9;0;0
05-01-2017 18:00;42;27,5;2,4;0;308;0;0;0;0;0;0;15,1;0;0
05-01-2017 19:00;52;21,8;2,1;0;293;0;0;0;0;0;0;14,9;0;0
05-01-2017 20:00;80;21,5;1,4;0;292;0;0;0;0;0;0;14,8;0;0
05-01-2017 21:00;45;23,6;0,7;0;46;0;0;0;0;0;0;15,2;0;0
05-01-2017 22:00;68;20,8;1,4;0;124;0;0;0;0;0;0;15,2;0;0
05-01-2017 23:00;32;22,9;2,7;0;140;0;0;0;0;0;0;14,6;0;0
05-01-2017 24:00;21,7;21,7;3,2;0;143;0;0;0;0;0;0;14,1;0;0
06-01-2017 01:00;20;15,6;3;0;149;0;0;0;0;0;0;14;0;0
06-01-2017 02:00;18;8,5;2,4;0;164;0;0;0;0;0;0;13,6;0;0
06-01-2017 03:00;17;6,9;2,3;0;161;0;0;0;0;0;0;13,4;0;0
06-01-2017 04:00;26;6,5;1,9;0;149;0;0;0;0;0;0;13,5;0;0
06-01-2017 05:00;59;8;0,1;0;134;0;0;0;0;0;0;12,8;0;0
06-01-2017 06:00;79;16,3;1,2;0;154;0;0;0;0;0;0;12,9;0;0
06-01-2017 07:00;66;24,7;2;0;146;0;0;0;0;0;0;13,8;0;0
06-01-2017 08:00;62;28,9;1,9;0;163;0;0;0;0;0;0;14,1;0;0
06-01-2017 09:00;58;31,9;2,4;0;139;0;0;0;0;0;0;14,8;0;0
06-01-2017 10:00;46;30,2;2,2;0;145;0;0;0;0;0;0;15,3;0;0
06-01-2017 11:00;48;27,2;3;0;153;0;0;0;0;0;0;17,1;0;0
06-01-2017 12:00;46;26,4;3,2;0;154;0;0;0;0;0;0;18,5;0;0
06-01-2017 13:00;50;23,2;3,6;0;133;0;0;0;0;0;0;19,1;0;0
06-01-2017 14:00;43;18,7;3,4;0;117;0;0;0;0;0;0;18,8;0;0
06-01-2017 15:00;48;16,4;3;0;120;0;0;0;0;0;0;18,7;0;0
06-01-2017 16:00;42;15,7;3;0;145;0;0;0;0;0;0;18,6;0;0
06-01-2017 17:00;56;16,4;2,6;0;172;0;0;0;0;0;0;18;0;0
06-01-2017 18:00;66;20;3;0;171;0;0;0;0;0;0;17,1;0;0
06-01-2017 19:00;68;22;3;0;161;0;0;0;0;0;0;15,7;0;0
06-01-2017 20:00;51;26,8;2,6;0;167;0;0;0;0;0;0;15;0;0
06-01-2017 21:00;64;30,8;2,2;0;156;0;0;0;0;0;0;14,7;0;0
06-01-2017 22:00;45;33,8;2,6;0;159;0;0;0;0;0;0;14,2;0;0
06-01-2017 23:00;48;31,6;2,3;0;167;0;0;0;0;0;0;13,9;0;0
06-01-2017 24:00;40;30,2;1,9;0;157;0;0;0;0;0;0;13,5;0;0
07-01-2017 01:00;37;29,9;1,6;0;158;0;0;0;0;0;0;13,5;0;0
07-01-2017 02:00;0;25,7;1,9;0;149;0;0;0;0;0;0;13,5;0;0
07-01-2017 03:00;17,8;17,8;2,4;0;153;0;0;0;0;0;0;13,2;0;0
07-01-2017 04:00;23;12,3;2;0;143;0;0;0;0;0;0;12,8;0;0
07-01-2017 05:00;21;10,7;1,4;0;77;0;0;0;0;0;0;13;0;0
07-01-2017 06:00;44;12,3;0,3;0;55;0;0;0;0;0;0;13;0;0
07-01-2017 07:00;58;15,8;0,4;0;125;0;0;0;0;0;0;13,2;0;0
07-01-2017 08:00;63;26,3;2,1;0;128;0;0;0;0;0;0;13,5;0;0
07-01-2017 09:00;73;30,4;2,3;0;152;0;0;0;0;0;0;15,8;0;0
07-01-2017 10:00;47;27,9;3,4;0;165;0;0;0;0;0;0;16,4;0;0
07-01-2017 11:00;55;23,3;3,8;0;172;0;0;0;0;0;0;16,6;0;0
07-01-2017 12:00;56;19,1;3,7;0;170;0;0;0;0;0;0;17,7;0;0
07-01-2017 13:00;46;17,3;3,8;0;166;0;0;0;0;0;0;18,4;0;0
07-01-2017 14:00;34;14,3;3,3;0;133;0;0;0;0;0;0;17,9;0;0
07-01-2017 15:00;45;12,7;3,5;0;189;0;0;0;0;0;0;19,1;0;0
07-01-2017 16:00;59;15,5;3,6;0;190;0;0;0;0;0;0;19,7;0;0
07-01-2017 17:00;50;15,4;3,3;0;188;0;0;0;0;0;0;18,8;0;0
07-01-2017 18:00;54;16,6;2,5;0;178;0;0;0;0;0;0;17,2;0;0
07-01-2017 19:00;47;20,6;2,6;0;184;0;0;0;0;0;0;15,8;0;0
07-01-2017 20:00;34;22,8;2,7;0;168;0;0;0;0;0;0;15,3;0;0
07-01-2017 21:00;49;22;2,1;0;158;0;0;0;0;0;0;14,7;0;0
07-01-2017 22:00;52;22,9;1,6;0;158;0;0;0;0;0;0;14,7;0;0
07-01-2017 23:00;33;23,9;1,9;0;162;0;0;0;0;0;0;14,5;0;0
07-01-2017 24:00;30;20;2;0;166;0;0;0;0;0;0;14,5;0;0
08-01-2017 01:00;25;17;2,1;0;151;0;0;0;0;0;0;14,2;0;0
08-01-2017 02:00;19;12,8;1,4;0;150;0;0;0;0;0;0;13,9;0;0
08-01-2017 03:00;15;9,2;0,4;0;120;0;0;0;0;0;0;13,7;0;0
08-01-2017 04:00;20;7,5;0,8;0;159;0;0;0;0;0;0;13,7;0;0
08-01-2017 05:00;23;7,8;0,4;0;150;0;0;0;0;0;0;13,9;0;0
08-01-2017 06:00;35;10,1;0,9;0;21;0;0;0;0;0;0;13,2;0;0
08-01-2017 07:00;40;12,8;1,3;0;139;0;0;0;0;0;0;13,4;0;0
08-01-2017 08:00;34;18,2;1,7;0;158;0;0;0;0;0;0;14,6;0;0
08-01-2017 09:00;33;19,5;2,8;0;162;0;0;0;0;0;0;15,2;0;0
08-01-2017 10:00;37;16,2;2,6;0;170;0;0;0;0;0;0;15,6;0;0
08-01-2017 11:00;31;14,1;2,7;0;171;0;0;0;0;0;0;16,9;0;0
08-01-2017 12:00;30;14,3;2,5;0;166;0;0;0;0;0;0;18,9;0;0
08-01-2017 13:00;37;14,5;2,3;0;176;0;0;0;0;0;0;19,5;0;0
08-01-2017 14:00;32;11,9;2,7;0;147;0;0;0;0;0;0;18,8;0;0
08-01-2017 15:00;51;12,2;3,5;0;199;0;0;0;0;0;0;19,9;0;0
08-01-2017 16:00;39;11,9;1,9;0;240;0;0;0;0;0;0;18,1;0;0
08-01-2017 17:00;44;12,5;3,3;0;297;0;0;0;0;0;0;16,1;0;0
08-01-2017 18:00;37;14,9;2,6;0;301;0;0;0;0;0;0;15;0;0
08-01-2017 19:00;44;16,8;1,8;0;329;0;0;0;0;0;0;15;0;0
08-01-2017 20:00;30;17,7;2,3;0;311;0;0;0;0;0;0;14,5;0;0
08-01-2017 21:00;43;17,6;1,5;0;338;0;0;0;0;0;0;13,9;0;0
08-01-2017 22:00;33;15,9;1,2;0;326;0;0;0;0;0;0;13,7;0;0
08-01-2017 23:00;35;15,3;1;0;303;0;0;0;0;0;0;13,9;0;0
08-01-2017 24:00;60;16,9;1;0;186;0;0;0;0;0;0;14,1;0;0
09-01-2017 01:00;23;18,9;1,6;0;161;0;0;0;0;0;0;13,7;0;0
09-01-2017 02:00;25;16,7;1,5;0;155;0;0;0;0;0;0;13,5;0;0
09-01-2017 03:00;22;14,7;1,7;0;149;0;0;0;0;0;0;12,9;0;0
09-01-2017 04:00;29;13,6;1,8;0;146;0;0;0;0;0;0;11,8;0;0
09-01-2017 05:00;26;14,8;0,6;0;176;0;0;0;0;0;0;11,3;0;0
09-01-2017 06:00;58;17,9;1,2;0;150;0;0;0;0;0;0;11,6;0;0
09-01-2017 07:00;58;22,1;2;0;152;0;0;0;0;0;0;11,9;0;0
09-01-2017 08:00;48;25,8;2;0;149;0;0;0;0;0;0;14,4;0;0
09-01-2017 09:00;38;23,5;1,2;0;42;0;0;0;0;0;0;16,9;0;0
09-01-2017 10:00;54;20,5;0,5;0;47;0;0;0;0;0;0;17,4;0;0
09-01-2017 11:00;43;18,7;0,2;0;48;0;0;0;0;0;0;19;0;0
09-01-2017 12:00;38;16,8;0,3;0;179;0;0;0;0;0;0;20;0;0
09-01-2017 13:00;68;16;3,3;0;296;0;0;0;0;0;0;17,6;0;0
09-01-2017 14:00;53;16,7;3;0;282;0;0;0;0;0;0;15,5;0;0
09-01-2017 15:00;49;15,1;1,2;1,6;230;0;0;0;0;0;0;14,1;0;0
09-01-2017 16:00;41;17,6;0,6;1,5;145;0;0;0;0;0;0;13,4;0;0
09-01-2017 17:00;36;21,7;0,6;0,1;146;0;0;0;0;0;0;14,3;0;0
09-01-2017 18:00;64;24,4;0,4;0;191;0;0;0;0;0;0;14,7;0;0
09-01-2017 19:00;42;29,3;0,5;0;314;0;0;0;0;0;0;14,2;0;0
09-01-2017 20:00;41;29,2;1,3;0;311;0;0;0;0;0;0;13,5;0;0
09-01-2017 21:00;46;29,2;0,9;0;314;0;0;0;0;0;0;13,2;0;0
09-01-2017 22:00;34;25,5;1,6;0;316;0;0;0;0;0;0;12,9;0;0
09-01-2017 23:00;27;18,8;1,7;0;314;0;0;0;0;0;0;12,4;0;0
09-01-2017 24:00;12,6;12,6;1,3;0;322;0;0;0;0;0;0;12,1;0;0
10-01-2017 01:00;21;7;0,7;0;288;0;0;0;0;0;0;12,2;0;0
10-01-2017 02:00;27;3,5;0,7;0;241;0;0;0;0;0;0;12,3;0;0
10-01-2017 03:00;24;5,1;0,2;0;322;0;0;0;0;0;0;12,2;0;0
10-01-2017 04:00;37;7,8;1,6;0;322;0;0;0;0;0;0;11,8;0;0
10-01-2017 05:00;41;12,1;1;0;321;0;0;0;0;0;0;11,7;0;0
10-01-2017 06:00;103;17,1;0,3;0;253;0;0;0;0;0;0;11,9;0;0
10-01-2017 07:00;106;27,7;0,4;0;135;0;0;0;0;0;0;12,4;0;0
10-01-2017 08:00;133;37,6;2,4;0;149;0;0;0;0;0;0;14;0;0
10-01-2017 09:00;52;40,8;1,5;0;129;0;0;0;0;0;0;17,2;0;0
10-01-2017 10:00;43;30,3;1,3;0;136;0;0;0;0;0;0;19,8;0;0
10-01-2017 11:00;62;21,1;1,3;0;181;0;0;0;0;0;0;20,2;0;0
10-01-2017 12:00;105;19;2,2;0;288;0;0;0;0;0;0;19,4;0;0
10-01-2017 13:00;117;28;3,5;0;289;0;0;0;0;0;0;18,8;0;0
10-01-2017 14:00;94;37,3;4,3;0;285;0;0;0;0;0;0;16,6;0;0
10-01-2017 15:00;58;37,8;3,7;0;299;0;0;0;0;0;0;14,8;0;0
10-01-2017 16:00;32,3;32,3;3,2;0;303;0;0;0;0;0;0;14,5;0;0
10-01-2017 17:00;29;22,2;2,5;0;309;0;0;0;0;0;0;14,2;0;0
10-01-2017 18:00;63;17,5;2,3;0;281;0;0;0;0;0;0;14,1;0;0
10-01-2017 19:00;70;23,5;2,2;0;272;0;0;0;0;0;0;13,8;0;0
10-01-2017 20:00;47;30;1,1;0;302;0;0;0;0;0;0;14,1;0;0
10-01-2017 21:00;71;26,3;1;0;279;0;0;0;0;0;0;14,4;0;0
10-01-2017 22:00;77;25,4;1,1;0;314;0;0;0;0;0;0;14,5;0;0
10-01-2017 23:00;93;24,3;1,6;0;303;0;0;0;0;0;0;14,1;0;0
10-01-2017 24:00;65;25,9;1,7;0;295;0;0;0;0;0;0;13,8;0;0
11-01-2017 01:00;52;24,4;1,7;0;311;0;0;0;0;0;0;13,5;0;0
11-01-2017 02:00;25;23,3;1,3;0;310;0;0;0;0;0;0;13,3;0;0
11-01-2017 03:00;19;18,3;1,2;0;316;0;0;0;0;0;0;12,8;0;0
11-01-2017 04:00;36;12,8;0,8;0;317;0;0;0;0;0;0;12,8;0;0
11-01-2017 05:00;44;12,2;1,4;0;333;0;0;0;0;0;0;13,1;0;0
11-01-2017 06:00;48;12,8;1,7;0;343;0;0;0;0;0;0;13;0;0
11-01-2017 07:00;59;14,8;0,5;0;10;0;0;0;0;0;0;13,1;0;0
11-01-2017 08:00;88;20,1;1,5;0;162;0;0;0;0;0;0;14,8;0;0
11-01-2017 09:00;61;26,2;2;0;159;0;0;0;0;0;0;18,1;0;0
11-01-2017 10:00;103;29,4;2,1;0;289;0;0;0;0;0;0;19,9;0;0
11-01-2017 11:00;85;31,9;3,2;0;289;0;0;0;0;0;0;20;0;0
11-01-2017 12:00;112;36,7;3,9;0;281;0;0;0;0;0;0;20,7;0;0
11-01-2017 13:00;106;37,6;4,1;0;271;0;0;0;0;0;0;19,6;0;0
11-01-2017 14:00;56;35,9;2;0,1;327;0;0;0;0;0;0;18,2;0;0
11-01-2017 15:00;49;31,3;3,8;0;310;0;0;0;0;0;0;17,6;0;0
11-01-2017 16:00;44;23;3,8;0;300;0;0;0;0;0;0;18,9;0;0
11-01-2017 17:00;61;19,3;3,4;0;291;0;0;0;0;0;0;17,3;0;0
11-01-2017 18:00;64;21,7;2,4;0;289;0;0;0;0;0;0;16,1;0;0
11-01-2017 19:00;36;24,3;0,9;0;10;0;0;0;0;0;0;15,1;0;0
11-01-2017 20:00;36;21,2;0,7;0;27;0;0;0;0;0;0;14,8;0;0
11-01-2017 21:00;77;21,5;1,6;0;126;0;0;0;0;0;0;14,4;0;0
11-01-2017 22:00;69;27;0,5;0;142;0;0;0;0;0;0;14,4;0;0
11-01-2017 23:00;67;27,2;1,7;0;130;0;0;0;0;0;0;13,9;0;0
11-01-2017 24:00;64;26,5;1;0;145;0;0;0;0;0;0;13,2;0;0
12-01-2017 01:00;85;27,8;0,6;0;169;0;0;0;0;0;0;13,1;0;0
12-01-2017 02:00;54;30;1,1;0;151;0;0;0;0;0;0;13;0;0
12-01-2017 03:00;31;28,1;1,3;0;141;0;0;0;0;0;0;12,7;0;0
12-01-2017 04:00;41;24,7;1,5;0;151;0;0;0;0;0;0;12,4;0;0
12-01-2017 05:00;59;22;2;0;333;0;0;0;0;0;0;11,3;0;0
12-01-2017 06:00;83;24,4;1;0;127;0;0;0;0;0;0;11;0;0
12-01-2017 07:00;148;33,7;2,2;0;164;0;0;0;0;0;0;11,7;0;0
12-01-2017 08:00;102;41,8;2,7;0;160;0;0;0;0;0;0;13,3;0;0
12-01-2017 09:00;103;39,5;2;0;155;0;0;0;0;0;0;16;0;0
12-01-2017 10:00;59;33,2;2;0;147;0;0;0;0;0;0;18,1;0;0
12-01-2017 11:00;69;26,5;2,4;0;205;0;0;0;0;0;0;19,8;0;0
12-01-2017 12:00;94;26,6;3,3;0;279;0;0;0;0;0;0;19,4;0;0
12-01-2017 13:00;92;28,4;3,5;0;272;0;0;0;0;0;0;20,3;0;0
12-01-2017 14:00;93;31,5;4;0;281;0;0;0;0;0;0;19,8;0;0
12-01-2017 15:00;70;31,9;4,4;0;288;0;0;0;0;0;0;19,8;0;0
12-01-2017 16:00;77;32,4;3,7;0;293;0;0;0;0;0;0;18,2;0;0
12-01-2017 17:00;66;32,2;3,5;0;298;0;0;0;0;0;0;17,2;0;0
12-01-2017 18:00;45;28;2,9;0;299;0;0;0;0;0;0;15,9;0;0
12-01-2017 19:00;44;26,2;1,7;0;311;0;0;0;0;0;0;14,3;0;0
12-01-2017 20:00;98;22,5;0,7;0;178;0;0;0;0;0;0;15;0;0
12-01-2017 21:00;75;25,7;1;0;222;0;0;0;0;0;0;15,3;0;0
12-01-2017 22:00;68;29,1;2,2;0;177;0;0;0;0;0;0;15,3;0;0
12-01-2017 23:00;57;29,9;2,2;0;157;0;0;0;0;0;0;14,7;0;0
12-01-2017 24:00;58;28,3;1,1;0;162;0;0;0;0;0;0;14,1;0;0
13-01-2017 01:00;87;26,7;0,5;0;307;0;0;0;0;0;0;13,6;0;0
13-01-2017 02:00;58;26,2;0,9;0;143;0;0;0;0;0;0;13,7;0;0
13-01-2017 03:00;35;23;0,3;0;222;0;0;0;0;0;0;13,1;0;0
13-01-2017 04:00;70;21,7;0,3;0;308;0;0;0;0;0;0;12,7;0;0
13-01-2017 05:00;82;26,7;0,3;0;317;0;0;0;0;0;0;12,1;0;0
13-01-2017 06:00;111;27,2;0,6;0;154;0;0;0;0;0;0;11,7;0;0
13-01-2017 07:00;108;35,6;1,4;0;143;0;0;0;0;0;0;12,2;0;0
13-01-2017 08:00;113;40,7;0,4;0;233;0;0;0;0;0;0;15,4;0;0
13-01-2017 09:00;92;41,4;0,4;0;143;0;0;0;0;0;0;17,4;0;0
13-01-2017 10:00;52;36,6;0,5;0;154;0;0;0;0;0;0;18,3;0;0
13-01-2017 11:00;60;27,6;1,1;0;208;0;0;0;0;0;0;20,1;0;0
13-01-2017 12:00;96;21,9;2,5;0;286;0;0;0;0;0;0;20;0;0
13-01-2017 13:00;90;26,3;3,7;0;279;0;0;0;0;0;0;19,6;0;0
13-01-2017 14:00;91;28,2;4,2;0;280;0;0;0;0;0;0;20,7;0;0
13-01-2017 15:00;80;26,7;4,3;0;285;0;0;0;0;0;0;20,3;0;0
13-01-2017 16:00;57;25,8;3,8;0;298;0;0;0;0;0;0;18,8;0;0
13-01-2017 17:00;71;23,3;3,5;0;297;0;0;0;0;0;0;18,4;0;0
13-01-2017 18:00;55;23,8;2,6;0;304;0;0;0;0;0;0;16,6;0;0
13-01-2017 19:00;68;23,8;2;0;300;0;0;0;0;0;0;14,8;0;0
13-01-2017 20:00;96;29,1;1,4;0;314;0;0;0;0;0;0;14,1;0;0
13-01-2017 21:00;97;34;1,4;0;172;0;0;0;0;0;0;14,9;0;0
13-01-2017 22:00;77;37,1;1,9;0;175;0;0;0;0;0;0;15,1;0;0
13-01-2017 23:00;142;46,5;1,7;0;294;0;0;0;0;0;0;14,2;0;0
13-01-2017 24:00;82;50,6;0,4;0;335;0;0;0;0;0;0;13,8;0;0
14-01-2017 01:00;49;44,3;1,3;0;141;0;0;0;0;0;0;13,8;0;0
